Q1;Q2;Q3;Q4;Q16;Q17;Q14;Q5;Q28;Q6;Q7;Q9;Q15;Q10;Q12;Q18;Q18_4_TEXT;Q24_1;Q24_2;Q24_3;Q24_4;Q26_1;Q26_2;Q26_3;Q26_4;Q21;Q22_1;Q22_2;Q22_3;Q22_4;Q22_5;Q22_6;Q22_7;Q22_8;Q22_9;Q22_10;Q22_11;Q22_12;Q22_13;Q23_1;Q23_2;Q23_3;Q23_4;Q23_5;Q23_6;Q23_7;Q23_8;Q23_9;Q23_10;Q23_11;Q23_12;Q23_13;Q23_14;Q23_15;Q23_16;Q23_17;Q23_18;Q23_19;Q23_20;Q27_1;Q27_2;Q27_3;Q27_4;Q27_5;Q27_6;Q27_7;Q27_8;Q27_9;Q27_10;Q29_1;Q29_2;Q29_3;Q29_4;Q29_5;Q29_6;Q29_7;Q29_8;Q29_9;Q29_10;Q29_11;Q29_12;Q29_13;Q29_14;Q29_15;Q29_16;Q29_17;Q29_18;Q29_19;Q29_20;Q29_21;Q29_22;Q29_23;Q29_24;Q29_25;Q29_26;Q29_27;Q29_28;Q29_29;Q29_30;Q29_31;Q29_32;Q29_33;Q29_34;Q29_35;Q29_36;Q29_37;Q29_38;Q29_39;Q29_40;Q29_41;Q29_42;Q29_43;Q29_44;Q29_45;Q29_46;Q29_47;Q29_48;Q29_49;Q29_50;Q29_51;Q29_52;Q29_53;Q29_54;Q29_55;Q29_56;Q29_57;Q29_58;Q29_59;Q29_60
ES-ES;Female;40;Spain;;;Balearic islands;Western Europe;Spanish;Plaça de Toros;Professional Training;Full-time employment;;Between 35,200 and 59,999 EUR;Center-Left;Spanish;;Well;Well;Well;Well;Well;Well;Well;Well;2;Spanish only (100%);Spanish only (100%);Spanish only (100%);More Spanish than Catalan (75%);Catalan and Spanish (50%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Catalan and Spanish (50%);Catalan and Spanish (50%);Spanish only (100%);Spanish only (100%);More Spanish than Catalan (75%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Others;Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Both languages;Spanish;Both languages;Spanish;Both languages;Both languages;Catalan;Both languages;Both languages;Both languages;86;79;67;76;90;92;22;81;50;60;50;77;80;90;29;10;79;62;91;50;58;80;100;81;95;65;76;100;50;6;5;36;11;100;100;51;85;81;79;53;100;98;88;81;50;50;51;44;8;17;18;11;80;67;50;80;94;51;19;91
ES-ES;Female;40;Spain;;;Community of Madrid;Western Europe;Spanish;Son Canals;Professional Training;Part-time employment;;Between 35,200 and 59,999 EUR;Right;Spanish;;Well;With difficulty;Well;With difficulty;Well;Well;Well;Well;2;Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);More Spanish than Catalan (75%);Spanish only (100%);More Spanish than Catalan (75%);Catalan and Spanish (50%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Both languages;Both languages;Both languages;Both languages;Both languages;Spanish;Both languages;Both languages;Spanish;Both languages;30;100;17;100;3;100;74;45;6;85;4;100;36;100;41;54;6;3;100;57;5;5;7;54;35;5;64;4;17;9;0;52;0;100;51;0;100;51;100;27;3;100;51;100;6;100;13;100;61;5;100;75;10;53;9;15;25;6;5;60
ES-ES;Female;34;Spain;;;Balearic islands;Western Europe;Palmesan,Mallorcan,Balearic,Spanish,European,Others;Cas Capiscol;University studies or equivalent;Full-time employment;;Between 35,200 and 59,999 EUR;Center-Right;Spanish;;Well;Well;Well;Well;Well;Well;Well;Well;2;Spanish only (100%);Spanish only (100%);N/A;Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);More Spanish than Catalan (75%);Spanish only (100%);Spanish only (100%);N/A;N/A;Spanish only (100%);Spanish only (100%);Others;Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);More Spanish than Catalan (75%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;50;51;50;50;30;70;50;74;50;50;15;93;25;90;33;35;75;20;86;50;50;23;22;30;24;23;24;71;72;21;24;23;18;100;65;0;77;75;100;49;0;76;59;39;0;100;0;100;5;0;23;74;3;74;50;61;22;58;0;61
ES-ES;Female;22;Spain;;;Balearic islands;Western Europe;Mallorcan;Bellver;Secondary studies or equivalent;Full-time employment;;I prefer not to say;Left;Spanish;;Well;With difficulty;Well;With difficulty;Well;Well;Well;Well;3 or more;Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Catalan and Spanish (50%);Catalan and Spanish (50%);Spanish only (100%);Spanish only (100%);N/A;Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Catalan and Spanish (50%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;65;100;64;100;14;100;21;0;38;71;29;100;100;100;0;0;100;0;100;54;0;0;0;31;31;13;0;100;100;0;0;0;0;0;0;29;100;70;100;0;42;100;0;100;0;100;36;100;0;0;100;0;0;100;100;100;0;38;0;46
ES-ES;Male;36;Spain;;;Balearic islands;Western Europe;Palmesan,Mallorcan,Balearic,Spanish,European;L'Olivera;Secondary studies or equivalent;Full-time employment;;Between 20,200 and 35,199 EUR;Right;Spanish;;Well;Well;Well;Well;Well;Well;Well;Well;2;Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Catalan and Spanish (50%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Catalan and Spanish (50%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Catalan and Spanish (50%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Catalan;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;100;100;100;100;50;100;50;3;50;100;50;100;50;50;7;8;100;3;3;100;2;50;4;50;49;50;51;100;100;3;4;3;4;100;100;5;7;100;100;68;50;52;6;7;7;8;6;7;49;6;7;6;5;5;50;4;5;50;4;100
ES-ES;Male;27;Spain;;;Balearic islands;Eastern Europe;Palmesan,Spanish;Bellver;Primary studies or equivalent;Unemployed;;Less than 12,450 EUR;Left;Both;;Well;Well;Well;With difficulty;Well;Well;Well;Well;1;Catalan and Spanish (50%);N/A;More Spanish than Catalan (75%);More Catalan than Spanish (75%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Catalan and Spanish (50%);Spanish only (100%);Spanish only (100%);Spanish only (100%);N/A;Spanish only (100%);More Spanish than Catalan (75%);Spanish only (100%);Catalan and Spanish (50%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Others;More Spanish than Catalan (75%);Spanish only (100%);Spanish only (100%);N/A;Spanish only (100%);More Spanish than Catalan (75%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Catalan and Spanish (50%);Spanish;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;100;100;100;100;100;100;100;100;100;100;100;97;99;100;100;100;100;100;99;13;6;13;6;39;55;28;76;94;95;84;93;3;23;13;79;10;82;70;99;69;73;61;68;64;56;68;44;65;76;80;77;73;97;43;74;76;58;65;55;46
ES-ES;Female;25;Spain;;;Balearic islands;Western Europe;Palmesan,Mallorcan,Catalan;Son Armadans;University studies or equivalent;Part-time employment;;Between 60,000 and 299,999 EUR;Left;Catalan;;Well;Well;Well;Well;Well;Well;Well;Well;2;Catalan only (100%);Catalan only (100%);Catalan only (100%);Catalan only (100%);More Catalan than Spanish (75%);More Spanish than Catalan (75%);Spanish only (100%);Catalan only (100%);Catalan only (100%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);Catalan and Spanish (50%);N/A;Catalan and Spanish (50%);Catalan and Spanish (50%);More Spanish than Catalan (75%);Spanish only (100%);Spanish only (100%);More Catalan than Spanish (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Catalan and Spanish (50%);Catalan only (100%);More Catalan than Spanish (75%);Catalan only (100%);Catalan only (100%);Catalan only (100%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Catalan;Both languages;Both languages;Catalan;Catalan;Catalan;Catalan;Catalan;Both languages;Both languages;100;71;100;50;100;100;50;50;100;100;100;50;100;100;80;5;80;60;91;3;80;3;2;2;2;100;5;70;70;2;0;2;4;4;0;70;70;100;100;60;60;60;0;0;3;4;70;90;3;60;50;0;2;70;60;100;0;60;60;100
ES-ES;Female;37;Spain;;;Balearic islands;Western Europe;Palmesan,Mallorcan,Balearic,Spanish;Son Rapinya;Professional Training;Full-time employment;;Between 12,450 and 20,199 EUR;Left;Both;;Well;Well;Well;Well;Well;Well;Well;Well;1;Catalan only (100%);More Spanish than Catalan (75%);More Catalan than Spanish (75%);N/A;More Catalan than Spanish (75%);Catalan and Spanish (50%);N/A;More Catalan than Spanish (75%);N/A;Catalan only (100%);Catalan only (100%);More Spanish than Catalan (75%);Catalan and Spanish (50%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Spanish only (100%);Catalan and Spanish (50%);More Spanish than Catalan (75%);Catalan and Spanish (50%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Catalan and Spanish (50%);More Catalan than Spanish (75%);Catalan and Spanish (50%);Catalan only (100%);Catalan only (100%);Catalan and Spanish (50%);More Catalan than Spanish (75%);Catalan and Spanish (50%);Catalan and Spanish (50%);More Spanish than Catalan (75%);Catalan and Spanish (50%);More Spanish than Catalan (75%);Catalan;Both languages;Spanish;Spanish;Spanish;Both languages;Both languages;Spanish;Spanish;Both languages;70;100;73;100;100;100;5;9;3;100;100;100;100;99;2;7;9;39;76;100;100;2;8;9;8;9;2;10;12;6;9;8;11;100;100;8;7;100;100;2;9;10;10;9;9;8;8;9;10;100;6;10;11;12;100;12;10;13;12;10
ES-ES;Female;38;Other;Ecuador ;17;;South America;Spanish;Pere Garau;Secondary studies or equivalent;Full-time employment;;Between 20,200 and 35,199 EUR;Left;Spanish;;Well;With difficulty;Well;With difficulty;Well;Well;Well;Well;0;Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Catalan and Spanish (50%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Catalan and Spanish (50%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Catalan and Spanish (50%);Spanish only (100%);Spanish only (100%);Catalan and Spanish (50%);Spanish only (100%);Spanish only (100%);Catalan and Spanish (50%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Catalan;Catalan;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;39;82;22;100;100;100;84;53;31;100;6;100;87;100;55;0;81;69;19;64;60;44;1;59;47;34;100;69;34;13;3;70;19;26;15;7;99;53;75;47;46;54;61;100;48;100;50;58;57;86;45;16;57;50;44;54;89;51;50;54
EN;Female;24;Spain;;;Balearic islands;Western Europe;Mallorcan,Spanish;El Molinar;University studies or equivalent;Part-time employment;;Between 20,200 and 35,199 EUR;Left;Spanish;;Well;Well;Well;Well;Well;Well;Well;Well;2;Others;Spanish only (100%);Spanish only (100%);Others;More Spanish than Catalan (75%);Catalan only (100%);More Spanish than Catalan (75%);Spanish only (100%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);Catalan only (100%);N/A;Others;Others;More Spanish than Catalan (75%);More Spanish than Catalan (75%);N/A;Others;Catalan and Spanish (50%);Catalan and Spanish (50%);N/A;Catalan only (100%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Catalan only (100%);More Catalan than Spanish (75%);Spanish only (100%);Spanish only (100%);More Spanish than Catalan (75%);More Catalan than Spanish (75%);More Spanish than Catalan (75%);Catalan and Spanish (50%);N/A;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;100;100;100;100;80;100;20;15;100;100;100;30;92;100;100;1;3;10;12;100;100;50;1;0;0;100;0;100;100;0;0;0;0;30;70;90;100;100;100;0;100;70;10;0;2;2;100;0;100;50;0;0;0;20;100;88;0;0;80;100
ES-ES;Male;30;Other;Argentina ;10;;South America;Palmesan,Spanish;Santa Catalina;Secondary studies or equivalent;Full-time employment;;Between 12,450 and 20,199 EUR;Left;Spanish;;Well;With difficulty;Well;With difficulty;Well;Well;Well;Well;1;Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);N/A;Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;50;50;40;70;20;100;10;5;0;0;0;100;60;0;10;0;100;10;20;10;0;0;0;0;0;30;0;30;50;0;0;0;0;0;0;0;30;50;100;30;100;100;50;100;50;50;0;50;30;50;50;20;0;0;100;100;0;6;51;81
ES-ES;Female;37;Spain;;;Balearic islands;Western Europe;Mallorcan,Spanish;Son Peretó;University studies or equivalent;Full-time employment;;Between 35,200 and 59,999 EUR;Left;Spanish;;Well;Well;Well;Well;Well;Well;Well;Well;2;Spanish only (100%);Spanish only (100%);N/A;Spanish only (100%);Spanish only (100%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Spanish only (100%);Catalan and Spanish (50%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Spanish only (100%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Catalan and Spanish (50%);More Spanish than Catalan (75%);Spanish only (100%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Spanish only (100%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Spanish only (100%);More Spanish than Catalan (75%);Catalan and Spanish (50%);Catalan and Spanish (50%);Spanish only (100%);Spanish only (100%);More Spanish than Catalan (75%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Both languages;Spanish;Spanish;Spanish;Both languages;Spanish;Spanish;Spanish;Spanish;Both languages;67;100;75;86;71;93;19;23;87;90;29;83;57;79;45;33;22;15;51;66;27;10;10;12;11;29;36;34;97;22;26;17;17;74;37;9;59;52;82;17;4;82;8;84;9;74;11;55;8;4;87;69;11;55;44;13;55;9;24;23
ES-ES;Male;36;Spain;;;Balearic islands;Western Europe;Spanish;El Rafal Nou;University studies or equivalent;Full-time employment;;Between 35,200 and 59,999 EUR;Right;Spanish;;Well;Well;Well;Well;Well;Well;Well;Well;3 or more;Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Catalan and Spanish (50%);Spanish only (100%);Spanish only (100%);Spanish only (100%);N/A;Spanish only (100%);Catalan and Spanish (50%);Spanish only (100%);Catalan and Spanish (50%);Spanish only (100%);Catalan and Spanish (50%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);More Spanish than Catalan (75%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Both languages;Spanish;Spanish;Both languages;Both languages;Both languages;Both languages;Both languages;Spanish;Both languages;82;99;64;100;61;100;19;17;46;100;86;100;45;100;74;58;49;17;51;48;14;29;10;25;9;31;46;46;39;23;4;44;3;100;3;4;55;68;100;100;79;100;29;100;10;100;6;10;54;8;77;100;9;98;43;53;85;50;21;55
ES-ES;Female;37;Spain;;;Balearic islands;Western Europe;Palmesan,Mallorcan,Spanish;Son Rapinya;Professional Training;Full-time employment;;Between 12,450 and 20,199 EUR;Left;Both;;Well;Well;Well;Well;Well;Well;Well;Well;1;Catalan only (100%);More Spanish than Catalan (75%);Catalan and Spanish (50%);N/A;More Spanish than Catalan (75%);More Spanish than Catalan (75%);N/A;Catalan and Spanish (50%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);Catalan only (100%);More Spanish than Catalan (75%);Catalan and Spanish (50%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Catalan and Spanish (50%);Catalan only (100%);Catalan only (100%);Catalan and Spanish (50%);More Catalan than Spanish (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Catalan than Spanish (75%);More Spanish than Catalan (75%);Both languages;Both languages;Both languages;Both languages;Spanish;Both languages;Both languages;Both languages;Both languages;Both languages;100;100;100;100;100;100;2;2;100;100;100;100;100;100;4;2;100;20;25;25;26;16;15;18;24;22;23;100;100;12;16;7;6;100;100;100;100;100;100;100;22;100;37;35;8;100;42;75;20;23;35;100;17;22;100;22;21;10;29;100
ES-ES;Female;33;Spain;;;Catalonia;Western Europe;Catalan;Son Ferriol;Professional Training;Full-time employment;;Between 20,200 and 35,199 EUR;Center-Left;Catalan;;Well;Well;Well;Well;Well;Well;Well;Well;2;Catalan and Spanish (50%);Catalan and Spanish (50%);Spanish only (100%);Catalan only (100%);More Catalan than Spanish (75%);More Spanish than Catalan (75%);Catalan only (100%);Catalan and Spanish (50%);Catalan and Spanish (50%);Catalan and Spanish (50%);Others;Catalan and Spanish (50%);Catalan only (100%);Catalan and Spanish (50%);Catalan and Spanish (50%);Others;Spanish only (100%);Others;Catalan and Spanish (50%);Catalan and Spanish (50%);Catalan and Spanish (50%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);Catalan only (100%);Others;Catalan and Spanish (50%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);More Spanish than Catalan (75%);More Catalan than Spanish (75%);Catalan and Spanish (50%);More Catalan than Spanish (75%);Spanish only (100%);Catalan;Catalan;Catalan;Both languages;Both languages;Catalan;Both languages;Catalan;Catalan;Catalan;100;100;100;100;100;70;40;39;100;51;100;50;100;100;100;0;100;33;100;0;100;0;0;0;0;100;0;100;100;0;0;0;0;0;0;0;30;100;100;0;100;100;0;0;0;0;100;44;48;100;43;0;0;0;100;100;0;0;100;100
CA;Female;29;Spain;;;Balearic islands;Western Europe;Mallorcan,Balearic,Catalan countries;Plaça de Toros;University studies or equivalent;Full-time employment;;Between 20,200 and 35,199 EUR;Left;Catalan;;Well;Well;Well;Well;Well;Well;Well;Well;3 or more;Catalan only (100%);Catalan only (100%);Catalan only (100%);Catalan only (100%);More Catalan than Spanish (75%);Catalan and Spanish (50%);More Catalan than Spanish (75%);Catalan only (100%);More Catalan than Spanish (75%);Catalan only (100%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);N/A;Catalan and Spanish (50%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);Catalan and Spanish (50%);More Catalan than Spanish (75%);More Spanish than Catalan (75%);Spanish only (100%);More Catalan than Spanish (75%);More Spanish than Catalan (75%);Catalan only (100%);More Catalan than Spanish (75%);Catalan only (100%);Catalan only (100%);Catalan only (100%);Catalan only (100%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);Catalan only (100%);More Spanish than Catalan (75%);Both languages;Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;100;20;100;20;100;1;30;11;100;50;81;1;100;51;100;1;33;100;1;1;100;1;1;1;1;100;1;100;53;1;1;1;1;1;1;100;100;100;1;1;100;1;1;53;50;49;100;1;100;100;1;1;1;1;100;100;1;1;100;100
CA;Female;59;Spain;;;Canary Islands;Western Europe;Mallorcan,Catalan;Bons Aires;University studies or equivalent;Full-time employment;;Between 35,200 and 59,999 EUR;Left;Catalan;;Well;Well;Well;Well;Well;Well;Well;Well;2;Catalan only (100%);Catalan only (100%);Catalan only (100%);Catalan only (100%);Catalan only (100%);More Catalan than Spanish (75%);Catalan only (100%);Catalan only (100%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);Catalan and Spanish (50%);Catalan only (100%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);Catalan only (100%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);Catalan only (100%);Catalan only (100%);Catalan only (100%);More Catalan than Spanish (75%);Catalan only (100%);Catalan only (100%);Catalan and Spanish (50%);Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;100;39;100;41;100;37;1;37;100;36;100;13;100;31;100;1;46;75;40;2;80;1;41;1;42;100;2;100;1;2;50;1;76;1;1;100;100;100;1;1;100;1;1;1;50;50;100;43;100;100;1;1;50;1;50;100;1;1;100;100
ES-ES;Female;19;Spain;;;Balearic islands;Western Europe;Spanish;Sant Nicolau;Professional Training;Student;Private;Between 12,450 and 20,199 EUR;Right;Spanish;;Well;Well;Well;Well;Well;Well;Well;Well;2;Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);More Spanish than Catalan (75%);Catalan and Spanish (50%);Spanish only (100%);Catalan and Spanish (50%);More Catalan than Spanish (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Others;N/A;Spanish only (100%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Catalan and Spanish (50%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Spanish only (100%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Spanish only (100%);Spanish only (100%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;100;100;100;100;80;100;8;62;100;100;37;61;100;100;31;8;100;26;100;29;25;0;0;0;0;100;100;100;100;0;0;0;0;45;45;26;100;0;100;0;100;100;0;100;0;100;42;100;25;50;50;0;0;48;100;100;0;0;100;100
CA;Male;45;Spain;;;Catalonia;Western Europe;Mallorcan,Catalan,Spanish,European;Camp Redó;University studies or equivalent;Full-time employment;;Between 20,200 and 35,199 EUR;Left;Both;;Well;Well;Well;Well;Well;Well;Well;Well;2;Spanish only (100%);Catalan only (100%);Catalan only (100%);Catalan and Spanish (50%);More Catalan than Spanish (75%);Catalan and Spanish (50%);Catalan only (100%);Catalan and Spanish (50%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);More Spanish than Catalan (75%);N/A;Others;Others;Others;More Spanish than Catalan (75%);Others;Catalan and Spanish (50%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Catalan than Spanish (75%);Catalan and Spanish (50%);Catalan only (100%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);N/A;More Catalan than Spanish (75%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);N/A;Catalan;Catalan;Both languages;Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;Both languages;100;100;100;100;100;100;0;0;100;100;100;100;100;100;100;0;100;100;100;0;0;0;0;0;0;100;100;100;100;0;0;0;0;0;0;100;100;100;100;0;100;0;0;0;0;0;100;0;100;100;0;0;0;0;100;50;0;0;100;100
CA;Female;24;Spain;;;Balearic islands;Western Europe;Mallorcan,Catalan,Catalan countries,European,Others;Son Ferriol;University studies or equivalent;Full-time employment;;Between 20,200 and 35,199 EUR;Far left;Catalan;;Well;Well;Well;Well;Well;Well;Well;Well;3 or more;Catalan only (100%);Catalan only (100%);Catalan only (100%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);Catalan only (100%);Catalan only (100%);More Catalan than Spanish (75%);Catalan only (100%);More Catalan than Spanish (75%);Catalan only (100%);More Catalan than Spanish (75%);N/A;Others;More Catalan than Spanish (75%);Catalan and Spanish (50%);More Catalan than Spanish (75%);Others;Catalan only (100%);Catalan only (100%);Catalan only (100%);Catalan only (100%);Catalan only (100%);Catalan only (100%);Catalan only (100%);Catalan only (100%);Catalan only (100%);Catalan only (100%);Catalan only (100%);Catalan only (100%);Catalan only (100%);Catalan only (100%);More Catalan than Spanish (75%);Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;100;50;100;100;100;50;0;0;100;100;100;0;100;50;100;0;100;100;100;0;100;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100;0;0;60;48;0;50;50;100;100;0;0;0;0;0;100;0;0;100;100
